Rating Star,Title,Body,Star only,Body with star
2.0 out of 5 stars,Sound,I had to go back to post a new review. I like how it holds my phone so I can watch videos. The sound is not much louder than your regular phone sound.,2 stars,2 stars. Sound. I had to go back to post a new review. I like how it holds my phone so I can watch videos. The sound is not much louder than your regular phone sound.
2.0 out of 5 stars,Speaker is terrible,If you value sound don’t buy this product!!! Worst speaker I’ve bought from Amazon in ten years..,2 stars,2 stars. Speaker is terrible. If you value sound don’t buy this product!!! Worst speaker I’ve bought from Amazon in ten years..
2.0 out of 5 stars,Would not buy again,The product is cheap and not very loud,2 stars,2 stars. Would not buy again. The product is cheap and not very loud
2.0 out of 5 stars,Disappointed in the product.,Wasn’t what I expected.,2 stars,2 stars. Disappointed in the product.. Wasn’t what I expected.
2.0 out of 5 stars,The charger cable does not stay in the socket.Therefore it’s not charging. Very poor quality.,Unable to charge,2 stars,2 stars. The charger cable does not stay in the socket.Therefore it’s not charging. Very poor quality.. Unable to charge
2.0 out of 5 stars,It’s overpriced,"It’s flimsy , doesn’t seem to do anything.",2 stars,"2 stars. It’s overpriced. It’s flimsy , doesn’t seem to do anything."
2.0 out of 5 stars,Can't charge., Ok,2 stars,2 stars. Can't charge..  Ok
2.0 out of 5 stars,Bluetooth wouldn't stay connected,"Returned product, bluetooth would not stay connected.",2 stars,"2 stars. Bluetooth wouldn't stay connected. Returned product, bluetooth would not stay connected."
2.0 out of 5 stars,It does what it is supposed to.,It's alright but if my kid doesn't give it back I won't be heartbroken. It is made sturdy but it could have better sound.,2 stars,2 stars. It does what it is supposed to.. It's alright but if my kid doesn't give it back I won't be heartbroken. It is made sturdy but it could have better sound.
1.0 out of 5 stars,Not worth it.,It stopped working after 4 months. The blue light to turn it off will not turn off. It’s nice and light weight but it didn’t last long.,1 stars,1 stars. Not worth it.. It stopped working after 4 months. The blue light to turn it off will not turn off. It’s nice and light weight but it didn’t last long.
1.0 out of 5 stars,Not Loud at all,Stand is nice to hold the phone and all but I got this for the speaker portion as well which is lacking. My iPhone 14 is louder than the actual speaker. Really disappointed with that. I tried playing around with it to see if it’s certain videos or songs that are low but no it’s just the speaker. Stand is nice but not worth buying if you are looking for a speaker + stand combo. Would recommend looking else where as I am going to now.,1 stars,1 stars. Not Loud at all. Stand is nice to hold the phone and all but I got this for the speaker portion as well which is lacking. My iPhone 14 is louder than the actual speaker. Really disappointed with that. I tried playing around with it to see if it’s certain videos or songs that are low but no it’s just the speaker. Stand is nice but not worth buying if you are looking for a speaker + stand combo. Would recommend looking else where as I am going to now.
1.0 out of 5 stars,TOTAL TRASH and $7.99 to return it!!!!!!!,"PROS
1. Connecting the Bluetooth was easy and the name of the Bluetooth is on the bottom.
2. It has a cell phone holder.

CONS
1. I bought this to listen to YouTube documentaries while in the shower. The counter is three feet from the shower and I can actually hear my iPhone better than this trash!!!!
2. It doesn’t come with a power source, and I don’t even have the old USB power blocks anymore because the world has moved on to USB-C as it charges faster than the old style USB. So I had to buy one which makes this not as cheap as advertised since nowhere in the marketing photos do they bother to show the charging cable which is USB-C > USB. So make sure you buy one when you order this.
3. They put the USB-C charging port on the right side of the unit instead of the back so it takes up way more space than it needs to due to poor design.
4. They charge you $7.99 to return it!!!!

I guess you get what you pay for plus a lot of return headaches.",1 stars,"1 stars. TOTAL TRASH and $7.99 to return it!!!!!!!. PROS
1. Connecting the Bluetooth was easy and the name of the Bluetooth is on the bottom.
2. It has a cell phone holder.

CONS
1. I bought this to listen to YouTube documentaries while in the shower. The counter is three feet from the shower and I can actually hear my iPhone better than this trash!!!!
2. It doesn’t come with a power source, and I don’t even have the old USB power blocks anymore because the world has moved on to USB-C as it charges faster than the old style USB. So I had to buy one which makes this not as cheap as advertised since nowhere in the marketing photos do they bother to show the charging cable which is USB-C > USB. So make sure you buy one when you order this.
3. They put the USB-C charging port on the right side of the unit instead of the back so it takes up way more space than it needs to due to poor design.
4. They charge you $7.99 to return it!!!!

I guess you get what you pay for plus a lot of return headaches."
1.0 out of 5 stars,Didn't last long,"Worked great, until it didn't. Didn't even last a year. I tried contacting the seller & they completely ignored everything I said & sent me some cut/paste fix. My speaker suddenly stopped producing sound. I recharged it fully. I unpaired it. I paired it. My phone was paired per the settings & the fact that the phone itself stopped producing sound. Yes, seller, I turned the volume up... I know how to do that. So now it's just a heavy cell phone stand. Really, really liked it for all the months it worked. Extremely disappointed with the seller's inability to read what I'd already tried (multiple times, in fact) before asking me if I'd tried doing exactly what I'd just told them I'd done. Obvious they don't actually read what you send them. Must just see ""problem"" & they send some standard reply & then ignore you thereafter. I'm very soured on wanting to try external speakers for my cell again. Buyer beware, I suppose.",1 stars,"1 stars. Didn't last long. Worked great, until it didn't. Didn't even last a year. I tried contacting the seller & they completely ignored everything I said & sent me some cut/paste fix. My speaker suddenly stopped producing sound. I recharged it fully. I unpaired it. I paired it. My phone was paired per the settings & the fact that the phone itself stopped producing sound. Yes, seller, I turned the volume up... I know how to do that. So now it's just a heavy cell phone stand. Really, really liked it for all the months it worked. Extremely disappointed with the seller's inability to read what I'd already tried (multiple times, in fact) before asking me if I'd tried doing exactly what I'd just told them I'd done. Obvious they don't actually read what you send them. Must just see ""problem"" & they send some standard reply & then ignore you thereafter. I'm very soured on wanting to try external speakers for my cell again. Buyer beware, I suppose."
1.0 out of 5 stars,very bad quality,"I only used a few times of this product, and it doesn't work any longer. It cannot even power on.",1 stars,"1 stars. very bad quality. I only used a few times of this product, and it doesn't work any longer. It cannot even power on."
1.0 out of 5 stars,Received broken,"Bought this for my dad for fathers day, plugged it in and let charge according to the instruction manual…red light came on when plugged in but it doesn’t work or connect. We can’t even get it to show up on our Bluetooth options on our phones. Waste of money.",1 stars,"1 stars. Received broken. Bought this for my dad for fathers day, plugged it in and let charge according to the instruction manual…red light came on when plugged in but it doesn’t work or connect. We can’t even get it to show up on our Bluetooth options on our phones. Waste of money."
1.0 out of 5 stars,Works with a crackling machine sound that is horrific,Do not buy this product it’s poorly made and not even a great phone holder it needs to go higher. The speaker in it is about as cheap and crappy as you can get. Extremely disappointing Amazon would allow this item for sale.,1 stars,1 stars. Works with a crackling machine sound that is horrific. Do not buy this product it’s poorly made and not even a great phone holder it needs to go higher. The speaker in it is about as cheap and crappy as you can get. Extremely disappointing Amazon would allow this item for sale.
1.0 out of 5 stars,I Can't Hear You,"I liked the concept of having a device that hold the iPhone so I don't have to, and has a great speaker system to amplify the sound. The family on the other end of the Facetime couldn't clearly hear normal pace, normal volume speaking. They said it sounded mumbled and wasn't nearly as good as the iPhone's own sound. That was the deal killer! I'm returning it!",1 stars,"1 stars. I Can't Hear You. I liked the concept of having a device that hold the iPhone so I don't have to, and has a great speaker system to amplify the sound. The family on the other end of the Facetime couldn't clearly hear normal pace, normal volume speaking. They said it sounded mumbled and wasn't nearly as good as the iPhone's own sound. That was the deal killer! I'm returning it!"
1.0 out of 5 stars,Lasted 2 days now will not stay on.,Very disappointed used it for 2 days it went off. I turned it on 2 times each time it said Powering off and will not stay on.,1 stars,1 stars. Lasted 2 days now will not stay on.. Very disappointed used it for 2 days it went off. I turned it on 2 times each time it said Powering off and will not stay on.
1.0 out of 5 stars,Stopped working after a year,It stopped working after one year although I use it few times a week for half an hour while in shower. Waste of money,1 stars,1 stars. Stopped working after a year. It stopped working after one year although I use it few times a week for half an hour while in shower. Waste of money
1.0 out of 5 stars,Audio stopped working,This was a father's day gift to my boyfriend.. it's been a little over a month and the speaker no longer plays sound. It corrects just fine but no audio... very disappointing,1 stars,1 stars. Audio stopped working. This was a father's day gift to my boyfriend.. it's been a little over a month and the speaker no longer plays sound. It corrects just fine but no audio... very disappointing
1.0 out of 5 stars,Sound is lower than iPhone speaker,"At highest volume setting, sound is lower than iPhone speaker. Basically, I paid $20 for a phone stand. Very disappointing.",1 stars,"1 stars. Sound is lower than iPhone speaker. At highest volume setting, sound is lower than iPhone speaker. Basically, I paid $20 for a phone stand. Very disappointing."
1.0 out of 5 stars,Stopped working after just a few uses,"Update… after I posted my review, I received a sketchy email offering me a refund if I would delete my review. Nope. This is either a scam or unethical customer service… beware of this company.

I used this speaker to connect to my phone to play music while I work out. It worked just fine, although the volume and skip buttons are not easy to see or intuitive. After a handful of uses, the sound simply stopped coming out. The unit is fully charged and connected to my phone, but no sound. Usually when I turn it on, there is a voice that confirms that the unit is on, but that doesn’t happen anymore. Of course, I can’t get a refund now because it’s just beyond the 30 day refund period. I’ll look for another more reliable unit.",1 stars,"1 stars. Stopped working after just a few uses. Update… after I posted my review, I received a sketchy email offering me a refund if I would delete my review. Nope. This is either a scam or unethical customer service… beware of this company.

I used this speaker to connect to my phone to play music while I work out. It worked just fine, although the volume and skip buttons are not easy to see or intuitive. After a handful of uses, the sound simply stopped coming out. The unit is fully charged and connected to my phone, but no sound. Usually when I turn it on, there is a voice that confirms that the unit is on, but that doesn’t happen anymore. Of course, I can’t get a refund now because it’s just beyond the 30 day refund period. I’ll look for another more reliable unit."
1.0 out of 5 stars,good...for one month..,"good..for one month..I really liked this speaker, Bluetooth....worked good for a short time, but then stopped working. THAT'S TWICE NOW that I received this speaker, and twice now, that they broke in a short time.",1 stars,"1 stars. good...for one month... good..for one month..I really liked this speaker, Bluetooth....worked good for a short time, but then stopped working. THAT'S TWICE NOW that I received this speaker, and twice now, that they broke in a short time."
1.0 out of 5 stars,Doesn't work,"My son got this for Christmas 2022. It work when he first got it, but since it will not charge to work any longer. According to him, this has been going on for months and he didn't bother telling me. Now the return and support windows have closed and we are out of luck. DO NOT WASTE YOUR MONEY.",1 stars,"1 stars. Doesn't work. My son got this for Christmas 2022. It work when he first got it, but since it will not charge to work any longer. According to him, this has been going on for months and he didn't bother telling me. Now the return and support windows have closed and we are out of luck. DO NOT WASTE YOUR MONEY."
1.0 out of 5 stars,"Big, nit useful",Waste of money and space!,1 stars,"1 stars. Big, nit useful. Waste of money and space!"
1.0 out of 5 stars,Stopped working after 6 months,My husband loved this little speaker but it stopped working after 6 months and only used about 5 times. Product support window closed too.,1 stars,1 stars. Stopped working after 6 months. My husband loved this little speaker but it stopped working after 6 months and only used about 5 times. Product support window closed too.
1.0 out of 5 stars,Broke twice and can’t get a replacement now,"First one I got, the stand broke 2 days in. They replaced it but unfortunately the replacement broke 3 months in, will not charge anymore and won’t turn on. So I basically have a stand..
Product is great if it stayed working, but mine did not.
It sucks because I did love it when it was working..",1 stars,"1 stars. Broke twice and can’t get a replacement now. First one I got, the stand broke 2 days in. They replaced it but unfortunately the replacement broke 3 months in, will not charge anymore and won’t turn on. So I basically have a stand..
Product is great if it stayed working, but mine did not.
It sucks because I did love it when it was working.."
1.0 out of 5 stars,Quit taking a charge,Quit taking a charge and now doesn't work. Haven't had it for a full two months yet.,1 stars,1 stars. Quit taking a charge. Quit taking a charge and now doesn't work. Haven't had it for a full two months yet.
1.0 out of 5 stars,Sounds,Not loud enough,1 stars,1 stars. Sounds. Not loud enough
1.0 out of 5 stars,Terrible sound to other callers,"Bluetooth was fine, and the sound on my end was good, but when calling multiple other people they said they could barely make out what I was saying, very muffled.
Need this for business calls, so I can’t afford bad voice reception.",1 stars,"1 stars. Terrible sound to other callers. Bluetooth was fine, and the sound on my end was good, but when calling multiple other people they said they could barely make out what I was saying, very muffled.
Need this for business calls, so I can’t afford bad voice reception."
1.0 out of 5 stars,Worst speakers Ever,"I would not recommend this item to anyone I like. The speakers are the worst I've heard in a very long time.
Unfortunately, I did not try this item until it was too late to get my money back. Lesson learned.",1 stars,"1 stars. Worst speakers Ever. I would not recommend this item to anyone I like. The speakers are the worst I've heard in a very long time.
Unfortunately, I did not try this item until it was too late to get my money back. Lesson learned."
1.0 out of 5 stars,Save your money $$$,Ordered this in January and got it in 2 days. Worked right out of the box. Forward one month and it's no longer pairing with either my phone or my wife's. Too late to return it 😞,1 stars,1 stars. Save your money $$$. Ordered this in January and got it in 2 days. Worked right out of the box. Forward one month and it's no longer pairing with either my phone or my wife's. Too late to return it 😞
1.0 out of 5 stars,"Good Sound, But Inferior Quality","I purchased this speaker on June 22 and liked it a lot. Today is August 27, about 32 days past the return window. I used it about 2-3 times per week while grilling. Today some of the plastic molding inside the power receptacle has broken and fallen inside the unit. So now I can't charge it because the micro USB cord can't plug into it. I'm going to buy a different unit from a different manufacturer. A 30-day return window is far too low, and I can't afford to be replacing $25 items every 2 months. They are selling cheap stuff cheaply.",1 stars,"1 stars. Good Sound, But Inferior Quality. I purchased this speaker on June 22 and liked it a lot. Today is August 27, about 32 days past the return window. I used it about 2-3 times per week while grilling. Today some of the plastic molding inside the power receptacle has broken and fallen inside the unit. So now I can't charge it because the micro USB cord can't plug into it. I'm going to buy a different unit from a different manufacturer. A 30-day return window is far too low, and I can't afford to be replacing $25 items every 2 months. They are selling cheap stuff cheaply."
1.0 out of 5 stars,Stopped working for no reason.,"I absolutely loved this speaker until today. It just stopped working for no reason. It is fully charged and yet halfway through one of my favorite songs, it just shut off. It will jot cone back on. Completely useless. Great speaker if you only need it for 6 months. I am very disappointed.",1 stars,"1 stars. Stopped working for no reason.. I absolutely loved this speaker until today. It just stopped working for no reason. It is fully charged and yet halfway through one of my favorite songs, it just shut off. It will jot cone back on. Completely useless. Great speaker if you only need it for 6 months. I am very disappointed."
1.0 out of 5 stars,This worked well in the beginning then it could not keep a charge and automatically cuts off,"This was a Father's day Gift so I was excited to give it. However, after the 6th of July I realized it stopped working. Thinking it only needed to be charged, I attempted to charge it.
After many trials, I write this note recognizing the window has closed....it seems it only worked during the open window...This is not good at all. I am highly disappointed, especially since it was a gift.",1 stars,"1 stars. This worked well in the beginning then it could not keep a charge and automatically cuts off. This was a Father's day Gift so I was excited to give it. However, after the 6th of July I realized it stopped working. Thinking it only needed to be charged, I attempted to charge it.
After many trials, I write this note recognizing the window has closed....it seems it only worked during the open window...This is not good at all. I am highly disappointed, especially since it was a gift."
1.0 out of 5 stars,Will not pair with my IPhone.,Have tried several times to pair. Will not pair with my IPhone.,1 stars,1 stars. Will not pair with my IPhone.. Have tried several times to pair. Will not pair with my IPhone.
1.0 out of 5 stars,Doesn't work properly (skips),"This is the 2nd one of these I've purchased. The first time I thought it was a fluke and returned it for another. This time, I'm having the same issue. Constant skipping. I'll be returning this one for good this time.",1 stars,"1 stars. Doesn't work properly (skips). This is the 2nd one of these I've purchased. The first time I thought it was a fluke and returned it for another. This time, I'm having the same issue. Constant skipping. I'll be returning this one for good this time."
1.0 out of 5 stars,Not Even Packaged,"Item showed up not in a box or any wrapping. Just loose thrown in a box. Wild!
It looked used. This was supposed to be a gift, so I returned it the sane day.",1 stars,"1 stars. Not Even Packaged. Item showed up not in a box or any wrapping. Just loose thrown in a box. Wild!
It looked used. This was supposed to be a gift, so I returned it the sane day."
1.0 out of 5 stars,Very muffled sound.,I purchased for a clearer sound during conference calls but it’s so muffled my cell speaker works better. Missed the cut off or I would be returning this item.,1 stars,1 stars. Very muffled sound.. I purchased for a clearer sound during conference calls but it’s so muffled my cell speaker works better. Missed the cut off or I would be returning this item.
1.0 out of 5 stars,Read teviews,"I didn't think to read the reviews before I bought
It worked great for 3 weeks then it wouldn't turn off and it got hot red hot",1 stars,"1 stars. Read teviews. I didn't think to read the reviews before I bought
It worked great for 3 weeks then it wouldn't turn off and it got hot red hot"
1.0 out of 5 stars,Was this a new item?,"The box containing the cellphone stand had obviously been opened and the item previously removed. It appeared to possibly be a returned item. At this point, I have no idea whether it even works or not. This is supposed to be a gift, so my fingers are crossed!",1 stars,"1 stars. Was this a new item?. The box containing the cellphone stand had obviously been opened and the item previously removed. It appeared to possibly be a returned item. At this point, I have no idea whether it even works or not. This is supposed to be a gift, so my fingers are crossed!"
1.0 out of 5 stars,Broke after one use,Used it once. It was great. Then it’s never charged again and won’t turn on. Was outside the return window unfortunately.,1 stars,1 stars. Broke after one use. Used it once. It was great. Then it’s never charged again and won’t turn on. Was outside the return window unfortunately.
1.0 out of 5 stars,No Change in Volume,"No amplification at all, just as loud as the phone on full volume on its own. If you sit perfectly still with nothing else on, and the windows closed... and you live alone. You can hear it fine. Yes, there is a volume button, no it doesn't work.
I got it because the one I would use in the morning when I got ready for work quit on me. I'm still looking for a replacement",1 stars,"1 stars. No Change in Volume. No amplification at all, just as loud as the phone on full volume on its own. If you sit perfectly still with nothing else on, and the windows closed... and you live alone. You can hear it fine. Yes, there is a volume button, no it doesn't work.
I got it because the one I would use in the morning when I got ready for work quit on me. I'm still looking for a replacement"
1.0 out of 5 stars,Jteman makes it impossible to set up this device without paying for help.,They don't tell you up front that you will receive no help in setting up the device unless you pay for it. Your Bluetooth device will not pair with your cellphone unless you pay for help. They tell you to contact them with questions but they don't tell you how to do that. You have to google it. Really really bad.,1 stars,1 stars. Jteman makes it impossible to set up this device without paying for help.. They don't tell you up front that you will receive no help in setting up the device unless you pay for it. Your Bluetooth device will not pair with your cellphone unless you pay for help. They tell you to contact them with questions but they don't tell you how to do that. You have to google it. Really really bad.
1.0 out of 5 stars,Piece of junk no volume,Piece of junk no volume. Very disapointed. Please send a replacement. Will return this one,1 stars,1 stars. Piece of junk no volume. Piece of junk no volume. Very disapointed. Please send a replacement. Will return this one
1.0 out of 5 stars,junk,junk,1 stars,1 stars. junk. junk
1.0 out of 5 stars,Poor sound quality,"Poor sound quality and the mount isn’t the most sturdy. Bought this for my fiancé overseas and he could barely hear me through the speaker. The mount constantly fell while we were on FT too so.. great idea, just not the best quality.",1 stars,"1 stars. Poor sound quality. Poor sound quality and the mount isn’t the most sturdy. Bought this for my fiancé overseas and he could barely hear me through the speaker. The mount constantly fell while we were on FT too so.. great idea, just not the best quality."
1.0 out of 5 stars,Never worked!,"Bought for a Christmas gift. Item never worked. Would not even turn on. So disappointed and because it was a gift I ordered in advance, it's too late to return it.",1 stars,"1 stars. Never worked!. Bought for a Christmas gift. Item never worked. Would not even turn on. So disappointed and because it was a gift I ordered in advance, it's too late to return it."
1.0 out of 5 stars,Top heavy,"Falls over when phone is attached, the speaker part is too light to hold the phone without tipping over.",1 stars,"1 stars. Top heavy. Falls over when phone is attached, the speaker part is too light to hold the phone without tipping over."
1.0 out of 5 stars,My phone sounds louder without it,"Huge disappointment. My phone’s internal speaker is louder. The button to increase/decrease volume is the same as skip back and forward, so you can imagine what happens when you like a song and try to increase the volume. Don’t waste your money.",1 stars,"1 stars. My phone sounds louder without it. Huge disappointment. My phone’s internal speaker is louder. The button to increase/decrease volume is the same as skip back and forward, so you can imagine what happens when you like a song and try to increase the volume. Don’t waste your money."
1.0 out of 5 stars,No way to charge,No way to. Charge unless you go to Best Buy and get a cord with a different end that cost more then the device NOT worth it!!!!,1 stars,1 stars. No way to charge. No way to. Charge unless you go to Best Buy and get a cord with a different end that cost more then the device NOT worth it!!!!
1.0 out of 5 stars,no volume,"this is noy worth it ,volume is too low and no matter how high you adjust it on your phone is very low,poor quality",1 stars,"1 stars. no volume. this is noy worth it ,volume is too low and no matter how high you adjust it on your phone is very low,poor quality"
1.0 out of 5 stars,Stop working in less than two months. Do not buy.,It stopped working shortly after I bought it. First there is no charge light so you can’t see when it is charging or fully charged. It lasted about two months.,1 stars,1 stars. Stop working in less than two months. Do not buy.. It stopped working shortly after I bought it. First there is no charge light so you can’t see when it is charging or fully charged. It lasted about two months.
1.0 out of 5 stars,Dont buy.,This device is compatible with my phone but will not pair. The instructions and box give you no way to contact any kind of tech support for help. Its just a high priced cellphone holder,1 stars,1 stars. Dont buy.. This device is compatible with my phone but will not pair. The instructions and box give you no way to contact any kind of tech support for help. Its just a high priced cellphone holder
1.0 out of 5 stars,Horrible product,Horrible audio. Can’t hold phone. Horrific and not worth it,1 stars,1 stars. Horrible product. Horrible audio. Can’t hold phone. Horrific and not worth it
1.0 out of 5 stars,Arrived without a charger and uncharged.,Mine arrived and has no charging cord in the package and it’s not even charged a little. Purely a paperweight. Doesn’t work with regular micro cord either. Now I have to return —- boo. I even paid extra to have it delivered for today’s work,1 stars,1 stars. Arrived without a charger and uncharged.. Mine arrived and has no charging cord in the package and it’s not even charged a little. Purely a paperweight. Doesn’t work with regular micro cord either. Now I have to return —- boo. I even paid extra to have it delivered for today’s work
1.0 out of 5 stars,Finally with phone assistance I got it working.,"This item works however there are no instructions in the box and I wasted a lot of time trying to get it working, I finally called for technical assistance and I did get it working. So it does work well",1 stars,"1 stars. Finally with phone assistance I got it working.. This item works however there are no instructions in the box and I wasted a lot of time trying to get it working, I finally called for technical assistance and I did get it working. So it does work well"
1.0 out of 5 stars,The product did not work.,Very disappointed in this seller as the product was sent to me and did not work.,1 stars,1 stars. The product did not work.. Very disappointed in this seller as the product was sent to me and did not work.
1.0 out of 5 stars,Would've been great but shut off while plugged in on day one!,"Speaker was good & it worked easily with the newest iPhone but after a couple of hours of use, just started acting funky & the speaker stopped working. Trying to get my money back",1 stars,"1 stars. Would've been great but shut off while plugged in on day one!. Speaker was good & it worked easily with the newest iPhone but after a couple of hours of use, just started acting funky & the speaker stopped working. Trying to get my money back"
1.0 out of 5 stars,Broke,Got this for a gift for Father’s Day. He got to use it maybe 3 times. The window for return has closed . Very disappointed,1 stars,1 stars. Broke. Got this for a gift for Father’s Day. He got to use it maybe 3 times. The window for return has closed . Very disappointed
1.0 out of 5 stars,Small as heck waste of money,So small,1 stars,1 stars. Small as heck waste of money. So small
1.0 out of 5 stars,Broke within 1st 2 weeks.,Sound spotty goes in and out but most frustrating was it stopped charging and loses connectivity within 1st 2 weeks of using part time b,1 stars,1 stars. Broke within 1st 2 weeks.. Sound spotty goes in and out but most frustrating was it stopped charging and loses connectivity within 1st 2 weeks of using part time b
1.0 out of 5 stars,Buyer beware,Apparently we were sent a returned phone Stan it was filthy . Extremely disappointed And Disgusting 🤮,1 stars,1 stars. Buyer beware. Apparently we were sent a returned phone Stan it was filthy . Extremely disappointed And Disgusting 🤮
1.0 out of 5 stars,Waste of money,"I just don’t like it , it’s not for me",1 stars,"1 stars. Waste of money. I just don’t like it , it’s not for me"
1.0 out of 5 stars,Does not work,"I was talking on tech support regarding this product for over an hour, yet nothing helped to make this work",1 stars,"1 stars. Does not work. I was talking on tech support regarding this product for over an hour, yet nothing helped to make this work"
1.0 out of 5 stars,Speaker not working,I did not like the product. Speaker is not working. I want to return the item. There is no return option seen. Please let me know how to return this. Thank you.,1 stars,1 stars. Speaker not working. I did not like the product. Speaker is not working. I want to return the item. There is no return option seen. Please let me know how to return this. Thank you.
1.0 out of 5 stars,The worst sound quality Ever,"At first sound seemed weak or hollow. But after two months now really hollow sound horrible static sound.
Its beyond the allowable return date. Waste of money.",1 stars,"1 stars. The worst sound quality Ever. At first sound seemed weak or hollow. But after two months now really hollow sound horrible static sound.
Its beyond the allowable return date. Waste of money."
1.0 out of 5 stars,Great purchase,Easy to set up. Way better sound then my phone. Worth the money.,1 stars,1 stars. Great purchase. Easy to set up. Way better sound then my phone. Worth the money.
1.0 out of 5 stars,Bad,"It does not pair with my iPhone, I’m returning it but they are making it harder , I have no printer . It used to be easy return now it’s harder, not ordering anything from amazon",1 stars,"1 stars. Bad. It does not pair with my iPhone, I’m returning it but they are making it harder , I have no printer . It used to be easy return now it’s harder, not ordering anything from amazon"
1.0 out of 5 stars,It did not work,The product did not work,1 stars,1 stars. It did not work. The product did not work
1.0 out of 5 stars,Not what I expected.,"Directions say that MH669 will appear on my Bluetooth device. It does not. It also says if I have any questions ""please contact us in time"". But they don't give a way to contact them.",1 stars,"1 stars. Not what I expected.. Directions say that MH669 will appear on my Bluetooth device. It does not. It also says if I have any questions ""please contact us in time"". But they don't give a way to contact them."
1.0 out of 5 stars,Christmas present,"I don't know, it was bought for a Christmas present.",1 stars,"1 stars. Christmas present. I don't know, it was bought for a Christmas present."
1.0 out of 5 stars,Junk,"Won't sync, is cheaply made and was a gift so it really was a gigantic disappointment over all.",1 stars,"1 stars. Junk. Won't sync, is cheaply made and was a gift so it really was a gigantic disappointment over all."
1.0 out of 5 stars,Didnt work,We have 4 different phones & couldnt get any of them to link up returning this item,1 stars,1 stars. Didnt work. We have 4 different phones & couldnt get any of them to link up returning this item
1.0 out of 5 stars,It broke 3 days after the July 31st retuen date !!!,It worked great. Until it stopped working 3 days after the july 31st return date !,1 stars,1 stars. It broke 3 days after the July 31st retuen date !!!. It worked great. Until it stopped working 3 days after the july 31st return date !
1.0 out of 5 stars,"That it amplified utube videos, but did not.","Only product that I bought in years from Amazon that I am disappointed in. Holds phone. No sound amplifier.
Very disappointed.",1 stars,"1 stars. That it amplified utube videos, but did not.. Only product that I bought in years from Amazon that I am disappointed in. Holds phone. No sound amplifier.
Very disappointed."
1.0 out of 5 stars,poor sound quality,Other people can hear the trash truck in the front but not your voice. Would not recommend.,1 stars,1 stars. poor sound quality. Other people can hear the trash truck in the front but not your voice. Would not recommend.
1.0 out of 5 stars,"Expecting new, received used!",Extremely disappointed that I received a USED unit. The package was not in the usual shrink(plastic) wrap associated with a new item and there was no POWER CORD.,1 stars,"1 stars. Expecting new, received used!. Extremely disappointed that I received a USED unit. The package was not in the usual shrink(plastic) wrap associated with a new item and there was no POWER CORD."
1.0 out of 5 stars,Stopped working after 2 months of very light use. Sound quality is below average,Stopped working after 2 months,1 stars,1 stars. Stopped working after 2 months of very light use. Sound quality is below average. Stopped working after 2 months
1.0 out of 5 stars,Not worth the money,"Product not worth the money , speaker very muffled and not very clear.",1 stars,"1 stars. Not worth the money. Product not worth the money , speaker very muffled and not very clear."
1.0 out of 5 stars,The sound is no louder then the phone,I thought it would be louder.,1 stars,1 stars. The sound is no louder then the phone. I thought it would be louder.
1.0 out of 5 stars,It stopped working after 7 months,I purchased this in November and it doesn’t work anymore. Wouldn’t purchase again,1 stars,1 stars. It stopped working after 7 months. I purchased this in November and it doesn’t work anymore. Wouldn’t purchase again
1.0 out of 5 stars,Wouldn’t suggest to buy unless you have extra money to burn.,Is a great holder for your phone but absolutely worthless sound enhancement. Volume is same as my phone!,1 stars,1 stars. Wouldn’t suggest to buy unless you have extra money to burn.. Is a great holder for your phone but absolutely worthless sound enhancement. Volume is same as my phone!
1.0 out of 5 stars,Sound no louder than your own phone,Sound is not as loud as your own phone.,1 stars,1 stars. Sound no louder than your own phone. Sound is not as loud as your own phone.
1.0 out of 5 stars,"Received today, not yet opened.","Article received today, however, not opened it yet as it is going to be a father’s day present.",1 stars,"1 stars. Received today, not yet opened.. Article received today, however, not opened it yet as it is going to be a father’s day present."
1.0 out of 5 stars,Speaker doesn't work a total waste of money don't even waste your time,Don't play music after even being paired !!! Waste of money,1 stars,1 stars. Speaker doesn't work a total waste of money don't even waste your time. Don't play music after even being paired !!! Waste of money
1.0 out of 5 stars,Broke after 3 months. Garbage!,Bad quality,1 stars,1 stars. Broke after 3 months. Garbage!. Bad quality
1.0 out of 5 stars,Loved it at first. Broke after only 3 months., It worked well for 3 months then the port fell out. There is no way to connect the phone. It even rattles.,1 stars,1 stars. Loved it at first. Broke after only 3 months..  It worked well for 3 months then the port fell out. There is no way to connect the phone. It even rattles.
1.0 out of 5 stars,It quit working,It quit working the day after the return date,1 stars,1 stars. It quit working. It quit working the day after the return date
1.0 out of 5 stars,Not good,Not good quality,1 stars,1 stars. Not good. Not good quality
1.0 out of 5 stars,the charge cable did not fit in the holder,Cannot be charged with the cable charger packaged with it,1 stars,1 stars. the charge cable did not fit in the holder. Cannot be charged with the cable charger packaged with it
1.0 out of 5 stars,Can't pair one of the phones.,"It seems okay for the money. But it will one pair with my oldest galaxy, not the newer one, which is not new. Very disappointed in this.",1 stars,"1 stars. Can't pair one of the phones.. It seems okay for the money. But it will one pair with my oldest galaxy, not the newer one, which is not new. Very disappointed in this."
1.0 out of 5 stars,Don't buy,"After charging the battery, reading directions, my phone was louder than when on the speaker.",1 stars,"1 stars. Don't buy. After charging the battery, reading directions, my phone was louder than when on the speaker."
